"zcta5","zipname","pop10","afact"
"ZIP Census Tabulation Area","zipname","Total Pop, 2010 census","zcta5 to _us_ alloc factor"
"43460","Rossford, OH",6289,1 
"43462","Rudolph, OH",1163,1 
"43463","Stony Ridge, OH (PO Boxes)",18,1 
"43464","Vickery, OH",1460,1 
"43465","Walbridge, OH",5059,1 
"43466","Wayne, OH",2192,1 
"43467","West Millgrove, OH",106,1 
"43468","Williston, OH",451,1 
"43469","Woodville, OH",3149,1 
"43501","Alvordton, OH",788,1 
"43502","Archbold, OH",6933,1 
"43504","Berkey, OH",1094,1 
"43505","Blakeslee, OH",96,1 
"43506","Bryan, OH",14830,1 
"43511","Custar, OH",940,1 
"43512","Defiance, OH",28674,1 
"43515","Delta, OH",7979,1 
"43516","Deshler, OH",2951,1 
"43517","Edgerton, OH",3744,1 
"43518","Edon, OH",2726,1 
"43519","Evansport, OH",184,1 
"43521","Fayette, OH",2811,1 
"43522","Grand Rapids, OH",3344,1 
"43523","Grelton, OH",62,1 
"43524","Hamler, OH",1236,1 
"43525","Haskins, OH",1152,1 
"43526","Hicksville, OH",6072,1 
"43527","Holgate, OH",2287,1 
"43528","Holland, OH",16430,1 
"43529","Hoytville, OH",256,1 
"43531","Kunkle, OH",216,1 
"43532","Liberty Center, OH",4015,1 
"43533","Lyons, OH",1553,1 
"43534","Mc Clure, OH",1784,1 
"43535","Malinta, OH",757,1 
"43536","Mark Center, OH",394,1 
"43537","Maumee, OH",27276,1 
"43540","Metamora, OH",1501,1 
"43541","Milton Center, OH",144,1 
"43542","Monclova, OH",3591,1 
"43543","Montpelier, OH",7771,1 
"43545","Napoleon, OH",14034,1 
"43547","Neapolis, OH",284,1 
"43548","New Bavaria, OH",700,1 
"43549","Ney, OH",1460,1 
"43551","Perrysburg, OH",37002,1 
"43553","Pettisville, OH",252,1 
"43554","Pioneer, OH",2408,1 
"43555","Ridgeville Corners, OH",200,1 
"43556","Sherwood, OH",1860,1 
"43557","Stryker, OH",3393,1 
"43558","Swanton, OH",13579,1 
"43560","Sylvania, OH",32226,1 
"43565","Tontogany, OH",348,1 
"43566","Waterville, OH",7613,1 
"43567","Wauseon, OH",13283,1 
"43569","Weston, OH",2818,1 
"43570","West Unity, OH",3106,1 
"43571","Whitehouse, OH",6783,1 
"43604","Toledo, OH",10154,1 
"43605","Toledo, OH",28346,1 
"43606","Toledo, OH",26429,1 
"43607","Toledo, OH",23958,1 
"43608","Toledo, OH",16515,1 
"43609","Toledo, OH",23687,1 
"43610","Toledo, OH",5105,1 
"43611","Toledo, OH",19207,1 
"43612","Toledo, OH",29674,1 
"43613","Toledo, OH",31635,1 
"43614","Toledo, OH",29290,1 
"43615","Toledo, OH",39441,1 
"43616","Oregon, OH",20873,1 
"43617","Toledo, OH",7500,1 
"43619","Northwood, OH",7499,1 
"43620","Toledo, OH",5858,1 
"43623","Toledo, OH",20149,1 
"43701","Zanesville, OH",55643,1 
"43711","Ava, OH (PO Boxes)",91,1 
"43713","Barnesville, OH",7487,1 
"43716","Beallsville, OH",1973,1 
"43717","Belle Valley, OH",164,1 
"43718","Belmont, OH",3209,1 
"43719","Bethesda, OH",2601,1 
"43720","Blue Rock, OH",1300,1 
"43721","Brownsville, OH",149,1 
"43722","Buffalo, OH",420,1 
"43723","Byesville, OH",4984,1 
"43724","Caldwell, OH",9201,1 
"43725","Cambridge, OH",20357,1 
"43727","Chandlersville, OH",1473,1 
"43728","Chesterhill, OH",1250,1 
"43730","Corning, OH",2503,1 
"43731","Crooksville, OH",5461,1 
"43732","Cumberland, OH",1703,1 
"43733","Derwent, OH (PO Boxes)",95,1 
"43734","Duncan Falls, OH",1171,1 
"43735","East Fultonham, OH",499,1 
"43736","Fairview, OH",55,1 
"43738","Fultonham, OH",164,1 
"43739","Glenford, OH",2025,1 
"43740","Gratiot, OH",256,1 
"43746","Hopewell, OH",1425,1 
"43747","Jerusalem, OH",1083,1 
"43748","Junction City, OH",2755,1 
"43749","Kimbolton, OH",2339,1 
"43750","Kipling, OH",164,1 
"43754","Lewisville, OH",1542,1 
"43755","Lore City, OH",1620,1 
"43756","Mcconnelsville, OH",5320,1 
"43758","Malta, OH",3315,1 
"43759","Morristown, OH",66,1 
"43760","Mount Perry, OH",1831,1 
"43761","Moxahala, OH (PO Boxes)",111,1 
"43762","New Concord, OH",5413,1 
"43764","New Lexington, OH",8566,1 
"43766","New Straitsville, OH",1648,1 
"43767","Norwich, OH",1443,1 
"43768","Old Washington, OH",275,1 
"43771","Philo, OH",2007,1 
"43772","Pleasant City, OH",1879,1 
"43773","Quaker City, OH",3248,1 
"43777","Roseville, OH",4714,1 
"43778","Salesville, OH",1526,1 
"43779","Sarahsville, OH",971,1 
"43780","Senecaville, OH",2106,1 
"43782","Shawnee, OH",849,1 
"43783","Somerset, OH",4704,1 
"43786","Stafford, OH",32,1 
"43787","Stockport, OH",2997,1 
"43788","Summerfield, OH",865,1 
"43793","Woodsfield, OH",5110,1 
"43802","Adamsville, OH",1075,1 
"43804","Baltic, OH",3851,1 
"43805","Blissfield, OH (PO Boxes)",71,1 
"43811","Conesville, OH",829,1 
"43812","Coshocton, OH",19061,1 
"43821","Dresden, OH",4327,1 
"43822","Frazeysburg, OH",4626,1 
"43824","Fresno, OH",3787,1 
"43830","Nashport, OH",6158,1 
"43832","Newcomerstown, OH",7479,1 
"43836","Plainfield, OH",128,1 
"43837","Port Washington, OH",1973,1 
"43840","Stone Creek, OH",1248,1 
"43842","Trinway, OH",355,1 
"43843","Walhonding, OH",1123,1 
"43844","Warsaw, OH",3869,1 
"43845","West Lafayette, OH",4711,1 
"43901","Adena, OH",2219,1 
"43902","Alledonia, OH",202,1 
"43903","Amsterdam, OH",2208,1 
"43905","Barton, OH (PO Boxes)",237,1 
"43906","Bellaire, OH",8678,1 
"43907","Cadiz, OH",6008,1 
"43908","Bergholz, OH",1574,1 
"43910","Bloomingdale, OH",3631,1 
"43912","Bridgeport, OH",6801,1 
"43913","Brilliant, OH",1490,1 
"43914","Cameron, OH (PO Boxes)",94,1 
"43915","Clarington, OH",1495,1 
"43917","Dillonvale, OH",3136,1 
"43920","East Liverpool, OH",23438,1 
"43925","East Springfield, OH (PO Boxes)",82,1 
"43926","Empire, OH",285,1 
"43927","Fairpoint, OH (PO Boxes)",74,1 
"43928","Glencoe, OH",116,1 
"43930","Hammondsville, OH",882,1 
"43931","Hannibal, OH",272,1 
"43932","Irondale, OH",931,1 
"43933","Jacobsburg, OH",2070,1 
"43934","Lansing, OH",295,1 
"43935","Martins Ferry, OH",8943,1 
"43938","Mingo Junction, OH",5794,1 
"43939","Mount Pleasant, OH",513,1 
"43940","Neffs, OH",377,1 
"43942","Powhatan Point, OH",2500,1 
"43943","Rayland, OH",3472,1 
"43944","Richmond, OH",2529,1 
"43945","Salineville, OH",3191,1 
"43946","Sardis, OH",2114,1 
"43947","Shadyside, OH",5322,1 
"43948","Smithfield, OH",670,1 
"43950","Saint Clairsville, OH",16762,1 
"43951","Lafferty, OH",84,1 
"43952","Steubenville, OH",19050,1 
"43953","Steubenville, OH",11553,1 
"43961","Stratton, OH",294,1 
"43962","Summitville, OH",112,1 
"43963","Tiltonsville, OH",1362,1 
"43964","Toronto, OH",9575,1 
"43967","Warnock, OH (PO Boxes)",21,1 
"43968","Wellsville, OH",7182,1 
"43970","Wolf Run, OH (PO Boxes)",31,1 
"43971","Yorkville, OH",1150,1 
"43972","Bannock, OH",144,1 
"43973","Freeport, OH",1996,1 
"43974","Harrisville, OH",107,1 
"43976","Hopedale, OH",1632,1 
"43977","Flushing, OH",2407,1 
"43983","Piedmont, OH",440,1 
"43985","Holloway, OH",128,1 
"43986","Jewett, OH",1975,1 
"43988","Scio, OH",2476,1 
"44001","Amherst, OH",20769,1 
"44003","Andover, OH",4676,1 
"44004","Ashtabula, OH",33421,1 
"44010","Austinburg, OH",1667,1 
"44011","Avon, OH",21193,1 
"44012","Avon Lake, OH",22581,1 
"44017","Berea, OH",19161,1 
"44021","Burton, OH",6444,1 
"44022","Chagrin Falls, OH",16516,1 
"44023","Chagrin Falls, OH",17351,1 
"44024","Chardon, OH",23557,1 
"44026","Chesterland, OH",11116,1 
"44028","Columbia Station, OH",8467,1 
"44030","Conneaut, OH",16652,1 
"44032","Dorset, OH",1557,1 
"44035","Elyria, OH",64263,1 
"44039","North Ridgeville, OH",29563,1 
"44040","Gates Mills, OH",3020,1 
"44041","Geneva, OH",14979,1 
"44044","Grafton, OH",15951,1 
"44045","Grand River, OH",422,1 
"44046","Huntsburg, OH",2222,1 
"44047","Jefferson, OH",9213,1 
"44048","Kingsville, OH",2565,1 
"44049","Kipton, OH",238,1 
"44050","Lagrange, OH",6118,1 
"44052","Lorain, OH",29850,1 
"44053","Lorain, OH",18256,1 
"44054","Sheffield Lake, OH",12591,1 
"44055","Lorain, OH",19846,1 
"44056","Macedonia, OH",11157,1 
"44057","North Madison, OH",19961,1 
"44060","Mentor, OH",60211,1 
"44062","Middlefield, OH",14972,1 
"44064","Montville, OH",1657,1 
"44065","Newbury, OH",4433,1 
"44067","Northfield, OH",20441,1 
"44070","North Olmsted, OH",32902,1 
"44072","Novelty, OH",4383,1 
"44074","Oberlin, OH",11679,1 
"44076","Orwell, OH",5141,1 
"44077","Painesville, OH",56491,1 
"44080","Parkman, OH (PO Boxes)",226,1 
"44081","Perry, OH",7088,1 
"44082","Pierpont, OH",1619,1 
"44084","Rock Creek, OH",3611,1 
"44085","Rome, OH",3277,1 
"44086","Thompson, OH",2391,1 
"44087","Twinsburg, OH",20221,1 
"44089","Vermilion, OH",15899,1 
"44090","Wellington, OH",11504,1 
"44092","Wickliffe, OH",16835,1 
"44093","Williamsfield, OH",1467,1 
"44094","Willoughby, OH",35234,1 
"44095","Eastlake, OH",33579,1 
"44099","Windsor, OH",2314,1 
"44101","Cleveland, OH",565,1 
"44102","Cleveland, OH",45014,1 
"44103","Cleveland, OH",18123,1 
"44104","Cleveland, OH",22640,1 
"44105","Cleveland, OH",40089,1 
"44106","Cleveland, OH",26896,1 
"44107","Lakewood, OH",52244,1 
"44108","Cleveland, OH",25679,1 
"44109","Cleveland, OH",40646,1 
"44110","Cleveland, OH",20136,1 
"44111","Cleveland, OH",39778,1 
"44112","East Cleveland, OH",23073,1 
"44113","Cleveland, OH",19213,1 
"44114","Cleveland, OH",5225,1 
"44115","Cleveland, OH",8307,1 
"44116","Rocky River, OH",20268,1 
"44117","Euclid, OH",10224,1 
"44118","Cleveland Heights, OH",40438,1 
"44119","Cleveland, OH",12482,1 
"44120","Cleveland, OH",38196,1 
"44121","South Euclid, OH",33220,1 
"44122","Shaker Heights, OH",34057,1 
"44123","Euclid, OH",17637,1 
"44124","Mayfield Heights, OH",38282,1 
"44125","Garfield Heights, OH",28730,1 
"44126","Fairview Park, OH",16771,1 
"44127","Cleveland, OH",5586,1 
"44128","Cleveland, OH",29274,1 
"44129","Parma, OH",29090,1 
"44130","Parma Heights, OH",50639,1 
"44131","Seven Hills, OH",20469,1 
"44132","Euclid, OH",14071,1 
"44133","North Royalton, OH",30394,1 
"44134","Parma, OH",38800,1 
"44135","Cleveland, OH",26861,1 
"44136","Strongsville, OH",25608,1 
"44137","Maple Heights, OH",23240,1 
"44138","Olmsted Falls, OH",22332,1 
"44139","Solon, OH",24356,1 
"44140","Bay Village, OH",15651,1 
"44141","Brecksville, OH",13945,1 
"44142","Brook Park, OH",19201,1 
"44143","Richmond Heights, OH",24499,1 
"44144","Brooklyn, OH",21089,1 
"44145","Westlake, OH",32729,1 
"44146","Bedford, OH",29761,1 
"44147","Broadview Heights, OH",19480,1 
"44149","Strongsville, OH",19177,1 
"44201","Atwater, OH",6917,1 
"44202","Aurora, OH",19561,1 
"44203","Barberton, OH",41248,1 
"44212","Brunswick, OH",43548,1 
"44214","Burbank, OH",2076,1 
"44215","Chippewa Lake, OH",2162,1 
"44216","New Franklin, OH",9418,1 
"44217","Creston, OH",4142,1 
"44221","Cuyahoga Falls, OH",29587,1 
"44223","Cuyahoga Falls, OH",18185,1 
"44224","Stow, OH",38742,1 
"44230","Doylestown, OH",8252,1 
"44231","Garrettsville, OH",8308,1 
"44233","Hinckley, OH",7646,1 
"44234","Hiram, OH",4192,1 
"44235","Homerville, OH",1825,1 
"44236","Hudson, OH",25296,1 
"44240","Kent, OH",37927,1 
"44241","Streetsboro, OH",16428,1 
"44243","Kent, OH",5658,1 
"44250","Lakemore, OH",1253,1 
"44251","Westfield Center, OH",850,1 
"44253","Litchfield, OH",3218,1 
"44254","Lodi, OH",4833,1 
"44255","Mantua, OH",7987,1 
"44256","Medina, OH",62039,1 
"44260","Mogadore, OH",13450,1 
"44262","Munroe Falls, OH",5016,1 
"44264","Cuyahoga Falls, OH",2315,1 
"44265","Randolph, OH (PO Boxes)",51,1 
"44266","Ravenna, OH",33581,1 
"44270","Rittman, OH",8890,1 
"44272","Rootstown, OH",5208,1 
"44273","Seville, OH",6718,1 
"44274","Sharon Center, OH (PO Boxes)",225,1 
"44275","Spencer, OH",3521,1 
"44276","Sterling, OH",1906,1 
"44278","Tallmadge, OH",17868,1 
"44280","Valley City, OH",4557,1 
"44281","Wadsworth, OH",29954,1 
"44285","Wayland, OH (PO Boxes)",85,1 
"44286","Richfield, OH",6109,1 
"44287","West Salem, OH",7559,1 
"44288","Windham, OH",4118,1 
"44301","Akron, OH",15340,1 
"44302","Akron, OH",5524,1 
"44303","Akron, OH",7700,1 
"44304","Akron, OH",5916,1 
"44305","Akron, OH",22294,1 
"44306","Akron, OH",22492,1 
"44307","Akron, OH",7643,1 
"44308","Akron, OH",1392,1 
"44310","Akron, OH",22786,1 
"44311","Akron, OH",8782,1 
"44312","Akron, OH",31919,1 
"44313","Akron, OH",24935,1 
"44314","Akron, OH",18825,1 
"44319","New Franklin, OH",22686,1 
"44320","Akron, OH",19937,1 
"44321","Akron, OH",15200,1 
"44333","Fairlawn, OH",18763,1 
"44401","Berlin Center, OH",2892,1 
"44402","Bristolville, OH",3352,1 
"44403","Brookfield, OH",3820,1 
"44404","Burghill, OH",1624,1 
"44405","Campbell, OH",8229,1 
"44406","Canfield, OH",22054,1 
"44408","Columbiana, OH",10331,1 
"44410","Cortland, OH",17409,1 
"44411","Deerfield, OH",2181,1 
"44412","Diamond, OH",2644,1 
"44413","East Palestine, OH",7261,1 
"44417","Farmdale, OH",1659,1 
"44418","Fowler, OH",1357,1 
"44420","Girard, OH",15429,1 
"44423","Hanoverton, OH",2425,1 
"44425","Hubbard, OH",14898,1 
"44427","Kensington, OH",1612,1 
"44428","Kinsman, OH",3290,1 
"44429","Lake Milton, OH",2576,1 
"44430","Leavittsburg, OH",5270,1 
"44431","Leetonia, OH",4727,1 
"44432","Lisbon, OH",13693,1 
"44436","Lowellville, OH",3836,1 
"44437","McDonald, OH",4252,1 
"44438","West Hill, OH",4751,1 
"44439","Mesopotamia, OH (PO Boxes)",115,1 
"44440","Mineral Ridge, OH",4967,1 
"44441","Negley, OH",1600,1 
"44442","New Middletown, OH",4006,1 
"44443","New Springfield, OH",1704,1 
"44444","Newton Falls, OH",10454,1 
"44445","New Waterford, OH",3449,1 
"44446","Niles, OH",20955,1 
"44449","North Benton, OH",1323,1 
"44450","North Bloomfield, OH",2042,1 
"44451","North Jackson, OH",3032,1 
"44452","North Lima, OH",3167,1 
"44454","Petersburg, OH",1153,1 
"44455","Rogers, OH",1890,1 
"44460","Salem, OH",26732,1 
"44470","Southington, OH",3790,1 
"44471","Struthers, OH",11097,1 
"44473","Vienna, OH",3823,1 
"44481","Warren, OH",10408,1 
"44483","Warren, OH",26006,1 
"44484","Warren, OH",22991,1 
"44485","Warren, OH",16498,1 
"44490","Washingtonville, OH",798,1 
"44491","West Farmington, OH",3515,1 
"44493","Winona, OH (PO Boxes)",25,1 
"44502","Youngstown, OH",10204,1 
"44503","Youngstown, OH",1021,1 
"44504","Youngstown, OH",5262,1 
"44505","Youngstown, OH",19357,1 
"44506","Youngstown, OH",2707,1 
"44507","Youngstown, OH",5863,1 
"44509","Youngstown, OH",11975,1 
"44510","Youngstown, OH",2499,1 
"44511","Youngstown, OH",19672,1 
"44512","Boardman, OH",34424,1 
"44514","Youngstown, OH",22472,1 
"44515","Austintown, OH",27766,1 
"44601","Alliance, OH",35294,1 
"44606","Apple Creek, OH",7819,1 
"44607","Augusta, OH (PO Boxes)",234,1 
"44608","Beach City, OH",2666,1 
"44609","Beloit, OH",3987,1 
"44610","Berlin, OH",263,1 
"44611","Big Prairie, OH",2025,1 
"44612","Bolivar, OH",5293,1 
"44613","Brewster, OH",2011,1 
"44614","Canal Fulton, OH",12595,1 
"44615","Carrollton, OH",11125,1 
"44618","Dalton, OH",6858,1 
"44620","Dellroy, OH",1567,1 
"44621","Dennison, OH",4624,1 
"44622","Dover, OH",18588,1 
"44624","Dundee, OH",5397,1 
"44625","East Rochester, OH",1418,1 
"44626","East Sparta, OH",2977,1 
"44627","Fredericksburg, OH",6845,1 
"44628","Glenmont, OH",1067,1 
"44629","Gnadenhutten, OH",2403,1 
"44632","Hartville, OH",9765,1 
"44633","Holmesville, OH",2615,1 
"44634","Homeworth, OH",2164,1 
"44637","Killbuck, OH",2694,1 
"44638","Lakeville, OH",1497,1 
"44640","Limaville, OH",151,1 
"44641","Louisville, OH",20349,1 
"44643","Magnolia, OH",3239,1 
"44644","Malvern, OH",4791,1 
"44645","Marshallville, OH",2465,1 
"44646","Massillon, OH",47525,1 
"44647","Massillon, OH",18015,1 
"44651","Mechanicstown, OH",861,1 
"44652","Middlebranch, OH (PO Boxes)",80,1 
"44653","Midvale, OH",599,1 
"44654","Millersburg, OH",19679,1 
"44656","Mineral City, OH",2968,1 
"44657","Minerva, OH",10334,1 
"44659","Mount Eaton, OH",163,1 
"44661","Nashville, OH",171,1 
"44662","Navarre, OH",9656,1 
"44663","New Philadelphia, OH",25362,1 
"44666","North Lawrence, OH",2928,1 
"44667","Orrville, OH",13481,1 
"44669","Paris, OH",1382,1 
"44670","Robertsville, OH",235,1 
"44671","Sandyville, OH",380,1 
"44672","Sebring, OH",4874,1 
"44675","Sherrodsville, OH",2082,1 
"44676","Shreve, OH",4877,1 
"44677","Smithville, OH",2543,1 
"44678","Somerdale, OH (PO Boxes)",152,1 
"44680","Strasburg, OH",4138,1 
"44681","Sugarcreek, OH",7799,1 
"44682","Tuscarawas, OH",803,1 
"44683","Uhrichsville, OH",8550,1 
"44685","Green, OH",27556,1 
"44687","Walnut Creek, OH",249,1 
"44688","Waynesburg, OH",3053,1 
"44689","Wilmot, OH",638,1 
"44690","Winesburg, OH",166,1 
"44691","Wooster, OH",43753,1 
"44693","Deersville, OH",86,1 
"44695","Bowerston, OH",1608,1 
"44697","Zoar, OH",187,1 
"44699","Tippecanoe, OH",937,1 
"44702","Canton, OH",1053,1 
"44703","Canton, OH",8895,1 
"44704","Canton, OH",3811,1 
"44705","Canton, OH",18772,1 
"44706","Canton, OH",18246,1 
"44707","Canton, OH",9208,1 
"44708","Canton, OH",25109,1 
"44709","Canton, OH",18905,1 
"44710","Canton, OH",9179,1 
"44714","Canton, OH",9056,1 
"44718","Canton, OH",11951,1 
"44720","North Canton, OH",39010,1 
"44721","Canton, OH",13560,1 
"44730","East Canton, OH",6050,1 
"44802","Alvada, OH",1032,1 
"44804","Arcadia, OH",1202,1 
"44805","Ashland, OH",32345,1 
"44807","Attica, OH",2381,1 
"44809","Bascom, OH",293,1 
"44811","Bellevue, OH",12867,1 
"44813","Bellville, OH",8051,1 
"44814","Berlin Heights, OH",2929,1 
"44815","Bettsville, OH",637,1 
"44816","Birmingham, OH (PO Boxes)",42,1 
"44817","Bloomdale, OH",1562,1 
"44818","Bloomville, OH",2644,1 
"44820","Bucyrus, OH",18102,1 
"44822","Butler, OH",3240,1 
"44824","Castalia, OH",4060,1 
"44825","Chatfield, OH",58,1 
"44826","Collins, OH",1687,1 
"44827","Crestline, OH",7097,1 
"44828","Flat Rock, OH",166,1 
"44830","Fostoria, OH",18962,1 
"44833","Galion, OH",17121,1 
"44836","Green Springs, OH",2654,1 
"44837","Greenwich, OH",4514,1 
"44838","Hayesville, OH",266,1 
"44839","Huron, OH",12519,1 
"44840","Jeromesville, OH",2900,1 
"44841","Kansas, OH",710,1 
"44842","Loudonville, OH",5436,1 
"44843","Lucas, OH",2387,1 
"44844","McCutchenville, OH",764,1 
"44846","Milan, OH",3301,1 
"44847","Monroeville, OH",3739,1 
"44849","Nevada, OH",2260,1 
"44850","New Haven, OH",148,1 
"44851","New London, OH",5308,1 
"44853","New Riegel, OH",1397,1 
"44854","New Washington, OH",1749,1 
"44855","North Fairfield, OH",1271,1 
"44856","North Robinson, OH",128,1 
"44857","Norwalk, OH",23805,1 
"44859","Nova, OH",1737,1 
"44861","Old Fort, OH",64,1 
"44864","Perrysville, OH",3204,1 
"44865","Plymouth, OH",3434,1 
"44866","Polk, OH",2259,1 
"44867","Republic, OH",2351,1 
"44870","Sandusky, OH",41030,1 
"44874","Savannah, OH",394,1 
"44875","Shelby, OH",13818,1 
"44878","Shiloh, OH",3147,1 
"44880","Sullivan, OH",2864,1 
"44881","Sulphur Springs, OH",70,1 
"44882","Sycamore, OH",2909,1 
"44883","Tiffin, OH",29413,1 
"44887","Tiro, OH",1020,1 
"44889","Wakeman, OH",6703,1 
"44890","Willard, OH",11162,1 
"44901","Mansfield, OH",2501,1 
"44902","Mansfield, OH",5432,1 
"44903","Mansfield, OH",25602,1 
"44904","Mansfield, OH",13906,1 
"44905","Mansfield, OH",14513,1 
"44906","Mansfield, OH",16718,1 
"44907","Mansfield, OH",14313,1 
"45001","Addyston, OH",606,1 
"45002","Miami Heights, OH",13388,1 
"45003","College Corner, OH",697,1 
"45005","Franklin, OH",29963,1 
"45011","Hamilton, OH",69677,1 
"45013","Hamilton, OH",52613,1 
"45014","Fairfield, OH",43917,1 
"45015","Hamilton, OH",12038,1 
"45030","Harrison, OH",17921,1 
"45032","Harveysburg, OH",348,1 
"45033","Hooven, OH",276,1 
"45034","Kings Mills, OH",1184,1 
"45036","Lebanon, OH",37504,1 
"45039","Maineville, OH",22814,1 
"45040","Mason, OH",50627,1 
"45041","Miamitown, OH",199,1 
"45042","Middletown, OH",26451,1 
"45044","Middletown, OH",52822,1 
"45050","Monroe, OH",8548,1 
"45051","Mount Saint Joseph, OH",177,1 
"45052","Mack, OH",4004,1 
"45053","Okeana, OH",3420,1 
"45054","Oregonia, OH",2471,1 
"45056","Oxford, OH",27038,1 
"45062","Seven Mile, OH",688,1 
"45064","Somerville, OH",2857,1 
"45065","South Lebanon, OH",4442,1 
"45066","Springboro, OH",23839,1 
"45067","Trenton, OH",13898,1 
"45068","Waynesville, OH",10479,1 
"45069","West Chester, OH",49060,1 
"45070","West Elkton, OH",192,1 
"45101","Aberdeen, OH",2385,1 
"45102","Amelia, OH",22680,1 
"45103","Batavia, OH",31485,1 
"45106","Bethel, OH",12349,1 
"45107","Blanchester, OH",9236,1 
"45111","Camp Dennison, OH",376,1 
"45112","Chilo, OH",64,1 
"45113","Clarksville, OH",3857,1 
"45115","Decatur, OH (PO Boxes)",78,1 
"45118","Fayetteville, OH",3614,1 
"45120","Felicity, OH",3672,1 
"45121","Georgetown, OH",9036,1 
"45122","Goshen, OH",11054,1 
"45123","Greenfield, OH",8671,1 
"45130","Hamersville, OH",3913,1 
"45131","Higginsport, OH",238,1 
"45132","Highland, OH",262,1 
"45133","Hillsboro, OH",23900,1 
"45135","Leesburg, OH",4761,1 
"45140","Loveland, OH",53267,1 
"45142","Lynchburg, OH",4444,1 
"45144","Manchester, OH",4272,1 
"45145","Marathon, OH (PO Boxes)",40,1 
"45146","Martinsville, OH",1580,1 
"45147","Miamiville, OH",147,1 
"45148","Midland, OH",1588,1 
"45150","Milford, OH",31394,1 
"45152","Morrow, OH",11329,1 
"45153","Moscow, OH",1665,1 
"45154","Mount Orab, OH",9172,1 
"45155","Mowrystown, OH",366,1 
"45156","Neville, OH",98,1 
"45157","New Richmond, OH",9758,1 
"45158","Newtonsville, OH",370,1 
"45159","New Vienna, OH",3392,1 
"45160","Owensville, OH",699,1 
"45162","Pleasant Plain, OH",2519,1 
"45164","Port William, OH",271,1 
"45166","Reesville, OH (PO Boxes)",98,1 
"45167","Ripley, OH",3764,1 
"45168","Russellville, OH",1607,1 
"45169","Sabina, OH",4772,1 
"45171","Sardinia, OH",6054,1 
"45172","Sinking Spring, OH",131,1 
"45174","Terrace Park, OH",2258,1 
"45176","Williamsburg, OH",9100,1 
"45177","Wilmington, OH",22260,1 
"45202","Cincinnati, OH",15483,1 
"45203","Cincinnati, OH",2236,1 
"45204","Cincinnati, OH",6972,1 
"45205","Cincinnati, OH",19389,1 
"45206","Cincinnati, OH",10745,1 
"45207","Cincinnati, OH",7974,1 
"45208","Cincinnati, OH",17614,1 
"45209","Cincinnati, OH",9605,1 
"45211","Cincinnati, OH",36111,1 
"45212","Norwood, OH",22253,1 
"45213","Cincinnati, OH",12013,1 
"45214","Cincinnati, OH",8738,1 
"45215","Reading, OH",29623,1 
"45216","Cincinnati, OH",9570,1 
"45217","St. Bernard, OH",6566,1 
"45218","Greenhills, OH",3846,1 
"45219","Cincinnati, OH",16526,1 
"45220","Cincinnati, OH",15313,1 
"45223","Cincinnati, OH",12360,1 
"45224","Cincinnati, OH",19837,1 
"45225","Cincinnati, OH",9040,1 
"45226","Cincinnati, OH",5476,1 
"45227","Cincinnati, OH",17486,1 
"45229","Cincinnati, OH",13020,1 
"45230","Cincinnati, OH",27536,1 
"45231","Cincinnati, OH",40893,1 
"45232","Cincinnati, OH",6358,1 
"45233","Cincinnati, OH",15808,1 
"45236","Deer Park, OH",24552,1 
"45237","Cincinnati, OH",20021,1 
"45238","Cincinnati, OH",45760,1 
"45239","White Oak, OH",28315,1 
"45240","Forest Park, OH",27286,1 
"45241","Sharonville, OH",23044,1 
"45242","Blue Ash, OH",22055,1 
"45243","Madeira, OH",14891,1 
"45244","Dry Run, OH",28565,1 
"45245","Cincinnati, OH",18542,1 
"45246","Springdale, OH",15133,1 
"45247","White Oak, OH",22082,1 
"45248","Bridgetown, OH",24915,1 
"45249","Cincinnati, OH",12902,1 
"45251","Northbrook, OH",22391,1 
"45252","Dry Ridge, OH",4600,1 
"45255","Forestville, OH",21775,1 
"45301","Beavercreek, OH",130,1 
"45302","Anna, OH",4280,1 
"45303","Ansonia, OH",2223,1 
"45304","Arcanum, OH",7300,1 
"45305","Bellbrook, OH",10712,1 
"45306","Botkins, OH",2294,1 
"45307","Bowersville, OH",338,1 
"45308","Bradford, OH",4682,1 
"45309","Brookville, OH",12123,1 
"45310","Burkettsville, OH",244,1 
"45311","Camden, OH",6367,1 
"45312","Casstown, OH",1435,1 
"45314","Cedarville, OH",5916,1 
"45315","Clayton, OH",4377,1 
"45316","Clifton, OH",115,1 
"45317","Conover, OH",1180,1 
"45318","Covington, OH",5365,1 
"45319","Donnelsville, OH",293,1 
"45320","Eaton, OH",15691,1 
"45321","Eldorado, OH",931,1 
"45322","Englewood, OH",21447,1 
"45323","Enon, OH",5019,1 
"45324","Fairborn, OH",40529,1 
"45325","Farmersville, OH",2647,1 
"45326","Fletcher, OH",1179,1 
"45327","Germantown, OH",8917,1 
"45328","Gettysburg, OH",525,1 
"45330","Gratis, OH",834,1 
"45331","Greenville, OH",22930,1 
"45332","Hollansburg, OH",612,1 
"45333","Houston, OH",1345,1 
"45334","Jackson Center, OH",2037,1 
"45335","Jamestown, OH",6939,1 
"45336","Kettlersville, OH",153,1 
"45337","Laura, OH",1690,1 
"45338","Lewisburg, OH",5298,1 
"45339","Ludlow Falls, OH",1234,1 
"45340","Maplewood, OH",830,1 
"45341","Medway, OH",3883,1 
"45342","Miamisburg, OH",36784,1 
