"zcta5","zipname","pop10","afact"
"ZIP Census Tabulation Area","zipname","Total Pop, 2010 census","zcta5 to _us_ alloc factor"
"03446","Swanzey, NH",6285,1 
"03447","Fitzwilliam, NH",2422,1 
"03448","Gilsum, NH",811,1 
"03449","Hancock, NH",1654,1 
"03450","Harrisville, NH",961,1 
"03451","Hinsdale, NH",4077,1 
"03452","Jaffrey, NH",5457,1 
"03455","Marlborough, NH",2086,1 
"03456","Marlow, NH",742,1 
"03457","Nelson, NH",852,1 
"03458","Peterborough, NH",6643,1 
"03461","Rindge, NH",6014,1 
"03462","Spofford, NH",1562,1 
"03464","Stoddard, NH",1109,1 
"03465","Troy, NH",2156,1 
"03466","West Chesterfield, NH",1332,1 
"03467","Westmoreland, NH",1842,1 
"03470","Winchester, NH",5033,1 
"03561","Littleton, NH",5939,1 
"03570","Berlin, NH",10051,1 
"03574","Bethlehem, NH",2526,1 
"03575","Bretton Woods, NH (PO Boxes)",124,1 
"03576","Colebrook, NH",3238,1 
"03579","Errol, NH",461,1 
"03580","Franconia, NH",1369,1 
"03581","Gorham, NH",3230,1 
"03582","Groveton, NH",2577,1 
"03583","Jefferson, NH",1107,1 
"03584","Lancaster, NH",3774,1 
"03585","Lisbon, NH",2519,1 
"03586","Sugar Hill, NH",547,1 
"03588","Milan, NH",1641,1 
"03590","North Stratford, NH",1052,1 
"03592","Pittsburg, NH",1145,1 
"03593","Randolph, NH",313,1 
"03595","Twin Mountain, NH (PO Boxes)",639,1 
"03597","West Stewartstown, NH",521,1 
"03598","Whitefield, NH",3285,1 
"03601","Acworth, NH",477,1 
"03602","Alstead, NH",2654,1 
"03603","Charlestown, NH",5412,1 
"03604","Drewsville, NH",69,1 
"03605","Lempster, NH",1160,1 
"03607","South Acworth, NH",322,1 
"03608","Walpole, NH",2811,1 
"03609","North Walpole, NH",854,1 
"03740","Bath, NH (PO Boxes)",911,1 
"03741","Canaan, NH",4208,1 
"03743","Claremont, NH",14103,1 
"03745","Cornish, NH",1424,1 
"03746","Cornish Flat, NH",216,1 
"03748","Enfield, NH",4762,1 
"03750","Etna, NH",870,1 
"03751","Georges Mills, NH (PO Boxes)",583,1 
"03752","Goshen, NH",810,1 
"03753","Grantham, NH",2971,1 
"03754","Guild, NH (PO Boxes)",86,1 
"03755","Hanover, NH",10538,1 
"03765","Haverhill, NH",503,1 
"03766","Lebanon, NH",8958,1 
"03768","Lyme, NH",1716,1 
"03770","Meriden, NH",524,1 
"03771","Monroe, NH",754,1 
"03773","Newport, NH",7841,1 
"03774","North Haverhill, NH",1966,1 
"03777","Orford, NH",1237,1 
"03779","Piermont, NH",790,1 
"03780","Pike, NH",410,1 
"03781","Plainfield, NH",1840,1 
"03782","Sunapee, NH",2945,1 
"03784","Lebanon, NH",4086,1 
"03785","Woodsville, NH",2400,1 
"03801","Portsmouth, NH",21532,1 
"03809","Alton, NH",3716,1 
"03810","Alton Bay, NH",1538,1 
"03811","Atkinson, NH",6753,1 
"03812","Bartlett, NH (PO Boxes)",824,1 
"03813","Center Conway, NH",3250,1 
"03814","Center Ossipee, NH",2329,1 
"03816","Center Tuftonboro, NH",1368,1 
"03817","Chocorua, NH",574,1 
"03818","Conway, NH",3807,1 
"03819","Danville, NH",4377,1 
"03820","Dover, NH",30039,1 
"03823","Madbury, NH",1719,1 
"03824","Durham, NH",14638,1 
"03825","Barrington, NH",8512,1 
"03826","East Hampstead, NH",2470,1 
"03827","East Kingston, NH",3150,1 
"03830","East Wakefield, NH",1610,1 
"03832","Eaton Center, NH",395,1 
"03833","Exeter, NH",20955,1 
"03835","Farmington, NH",6786,1 
"03836","Freedom, NH",1489,1 
"03837","Gilmanton Iron Works, NH",1519,1 
"03838","Glen, NH",1031,1 
"03839","Rochester, NH",3735,1 
"03840","Greenland, NH",3566,1 
"03841","Hampstead, NH",6334,1 
"03842","Hampton, NH",15345,1 
"03844","Hampton Falls, NH",2238,1 
"03845","Intervale, NH",991,1 
"03846","Jackson, NH",799,1 
"03847","North Conway, NH",294,1 
"03848","Kingston, NH",6020,1 
"03849","Madison, NH",1585,1 
"03850","Melvin Village, NH",372,1 
"03851","Milton, NH (PO Boxes)",4040,1 
"03852","Milton Mills, NH",558,1 
"03853","Mirror Lake, NH",602,1 
"03854","New Castle, NH (PO Boxes)",968,1 
"03855","New Durham, NH",2638,1 
"03856","Newfields, NH",1680,1 
"03857","Newmarket, NH",9006,1 
"03858","Newton, NH",4603,1 
"03860","North Conway, NH",4056,1 
"03861","Lee, NH",4330,1 
"03862","North Hampton, NH",4278,1 
"03864","Ossipee, NH",1696,1 
"03865","Plaistow, NH",7609,1 
"03867","Rochester, NH",20758,1 
"03868","Rochester, NH",5323,1 
"03869","Rollinsford, NH",2469,1 
"03870","Rye, NH",5162,1 
"03871","Rye Beach, NH (PO Boxes)",136,1 
"03872","Sanbornville, NH",3809,1 
"03873","Sandown, NH",5711,1 
"03874","Seabrook, NH",8776,1 
"03875","Silver Lake, NH",833,1 
"03878","Somersworth, NH",11824,1 
"03882","Effingham, NH",1465,1 
"03883","South Tamworth, NH",178,1 
"03884","Strafford, NH",3964,1 
"03885","Stratham, NH",7261,1 
"03886","Tamworth, NH",2112,1 
"03887","Union, NH",2154,1 
"03890","West Ossipee, NH",327,1 
"03894","Wolfeboro, NH",6314,1 
"03901","Berwick, ME",7246,1 
"03902","Cape Neddick, ME",2211,1 
"03903","South Eliot, ME",6211,1 
"03904","Kittery, ME",7703,1 
"03905","Kittery Point, ME",1780,1 
"03906","North Berwick, ME",4647,1 
"03907","Ogunquit, ME",894,1 
"03908","South Berwick, ME",7233,1 
"03909","York, ME",9738,1 
"03910","Cape Neddick, ME",328,1 
"03911","York Harbor, ME",250,1 
"04001","Acton, ME",2429,1 
"04002","Alfred, ME",7351,1 
"04003","Bailey Island, ME",330,1 
"04005","Biddeford, ME",23146,1 
"04006","Biddeford, ME",96,1 
"04008","Bowdoinham, ME",2723,1 
"04009","Bridgton, ME",5151,1 
"04010","Brownfield, ME",1597,1 
"04011","Brunswick, ME",20278,1 
"04015","Casco, ME",3808,1 
"04017","Chebeague Island, ME",341,1 
"04019","Portland, ME",71,1 
"04020","Cornish, ME",1403,1 
"04021","Cumberland Center, ME",5820,1 
"04022","Denmark, ME",1148,1 
"04024","East Baldwin, ME",608,1 
"04027","Lebanon, ME",6031,1 
"04029","Sebago, ME",1725,1 
"04030","East Waterboro, ME",2208,1 
"04032","Freeport, ME",7879,1 
"04037","Fryeburg, ME",3834,1 
"04038","Gorham, ME",16381,1 
"04039","Gray, ME",7422,1 
"04040","Harrison, ME",3111,1 
"04041","Hiram, ME",1613,1 
"04042","Hollis Center, ME",4281,1 
"04043","Kennebunk, ME",10810,1 
"04046","Kennebunkport, ME",7496,1 
"04047","Parsonsfield, ME",1892,1 
"04048","Limerick, ME",2946,1 
"04049","Limington, ME",3659,1 
"04050","Long Island, ME",230,1 
"04051","Lovell, ME",1153,1 
"04055","Naples, ME",3793,1 
"04056","Newfield, ME (PO Boxes)",257,1 
"04057","Bridgton, ME",56,1 
"04061","Lake Arrowhead, ME",3369,1 
"04062","Windham, ME",17020,1 
"04063","Old Orchard Beach, ME",412,1 
"04064","Old Orchard Beach, ME",8212,1 
"04066","Orrs Island, ME",539,1 
"04068","Porter, ME",1505,1 
"04069","Pownal, ME",1465,1 
"04071","Raymond, ME",4801,1 
"04072","Saco, ME",18482,1 
"04073","Sanford, ME",16189,1 
"04074","Scarborough, ME",18760,1 
"04076","Shapleigh, ME",2683,1 
"04079","Harpswell, ME",3871,1 
"04083","Springvale, ME",4525,1 
"04084","Standish, ME",8088,1 
"04085","Steep Falls, ME",1786,1 
"04086","Topsham, ME",8787,1 
"04087","Waterboro, ME",2116,1 
"04088","Waterford, ME",1516,1 
"04090","Wells, ME",9589,1 
"04091","West Baldwin, ME",911,1 
"04092","Westbrook, ME",17515,1 
"04093","Buxton, ME",8034,1 
"04095","West Newfield, ME",1274,1 
"04096","Yarmouth, ME",8349,1 
"04097","North Yarmouth, ME",3574,1 
"04101","Portland, ME",17227,1 
"04102","Portland, ME",17335,1 
"04103","Portland, ME",30606,1 
"04105","Falmouth, ME",11158,1 
"04106","South Portland, ME",25175,1 
"04107","Cape Elizabeth, ME",8980,1 
"04108","Portland, ME",862,1 
"04109","Portland, ME",93,1 
"04110","Cumberland Foreside, ME",1391,1 
"04210","Auburn, ME",23045,1 
"04216","Andover, ME",640,1 
"04217","Bethel, ME",3312,1 
"04219","Bryant Pond, ME",1472,1 
"04220","Buckfield, ME",3077,1 
"04221","Canton, ME",1098,1 
"04222","Durham, ME",3848,1 
"04224","Dixfield, ME",3040,1 
"04226","East Andover, ME",190,1 
"04227","East Dixfield, ME (PO Boxes)",79,1 
"04228","East Livermore, ME (PO Boxes)",6,1 
"04231","Stoneham, ME",236,1 
"04234","East Wilton, ME (PO Boxes)",168,1 
"04236","Greene, ME",4350,1 
"04237","Hanover, ME",238,1 
"04238","Hebron, ME",1416,1 
"04239","Jay, ME",4851,1 
"04240","Lewiston, ME",36592,1 
"04250","Lisbon, ME",4228,1 
"04252","Lisbon Falls, ME",4799,1 
"04253","Livermore, ME",2095,1 
"04254","Livermore Falls, ME",3181,1 
"04255","Greenwood, ME",802,1 
"04256","Mechanic Falls, ME",3064,1 
"04257","Mexico, ME",2681,1 
"04258","Minot, ME",2617,1 
"04259","Monmouth, ME",3264,1 
"04260","New Gloucester, ME",5542,1 
"04261","Newry, ME",444,1 
"04263","Leeds, ME",2326,1 
"04265","North Monmouth, ME",918,1 
"04267","North Waterford, ME (PO Boxes)",37,1 
"04268","Norway, ME",5023,1 
"04270","Oxford, ME",5880,1 
"04271","Paris, ME (PO Boxes)",67,1 
"04274","Poland, ME",5343,1 
"04275","Roxbury, ME",514,1 
"04276","Rumford, ME",5841,1 
"04280","Sabattus, ME",6474,1 
"04281","South Paris, ME",5116,1 
"04282","Turner, ME",5734,1 
"04284","Wayne, ME",1138,1 
"04285","Weld, ME",433,1 
"04286","West Bethel, ME",47,1 
"04287","Bowdoin, ME",3224,1 
"04289","West Paris, ME",1815,1 
"04290","Peru, ME",1541,1 
"04292","Sumner, ME",948,1 
"04294","Wilton, ME",3995,1 
"04330","Augusta, ME",26086,1 
"04342","Dresden, ME",1672,1 
"04343","East Winthrop, ME (PO Boxes)",25,1 
"04344","Farmingdale, ME",2951,1 
"04345","Gardiner, ME",11646,1 
"04346","Randolph, ME",1772,1 
"04347","Hallowell, ME",2355,1 
"04348","Jefferson, ME",2976,1 
"04349","Kents Hill, ME",1158,1 
"04350","Litchfield, ME",3577,1 
"04351","Manchester, ME",2571,1 
"04352","Mount Vernon, ME",1632,1 
"04353","Whitefield, ME",2300,1 
"04354","Palermo, ME",1535,1 
"04355","Readfield, ME",2600,1 
"04357","Richmond, ME",3399,1 
"04358","South China, ME",4276,1 
"04359","Gardiner, ME",388,1 
"04360","Vienna, ME",560,1 
"04363","Windsor, ME",2575,1 
"04364","Winthrop, ME",6025,1 
"04401","Bangor, ME",44899,1 
"04406","Abbot, ME",819,1 
"04408","Aurora, ME",176,1 
"04410","Bradford, ME",1290,1 
"04411","Bradley, ME",1492,1 
"04412","Brewer, ME",9482,1 
"04413","Brookton, ME",196,1 
"04414","Brownville, ME",1248,1 
"04415","Brownville Junction, ME (PO Boxes)",276,1 
"04416","Bucksport, ME",5468,1 
"04417","Burlington, ME",370,1 
"04418","Greenbush, ME",1771,1 
"04419","Carmel, ME",2794,1 
"04421","Castine, ME",1366,1 
"04422","Charleston, ME",1409,1 
"04424","Danforth, ME",823,1 
"04426","Dover-Foxcroft, ME",4720,1 
"04427","Corinth, ME",2858,1 
"04428","Eddington, ME",3146,1 
"04429","Holden, ME",4717,1 
"04430","East Millinocket, ME",1728,1 
"04431","East Orland, ME (PO Boxes)",81,1 
"04434","Etna, ME",1246,1 
"04435","Exeter, ME",1092,1 
"04438","Frankfort, ME",1124,1 
"04441","Greenville, ME",1840,1 
"04442","Greenville Junction, ME (PO Boxes)",93,1 
"04443","Guilford, ME",2537,1 
"04444","Hampden, ME",8824,1 
"04448","Howland, ME",1431,1 
"04449","Hudson, ME",1489,1 
"04450","Kenduskeag, ME",1368,1 
"04451","Kingman, ME",259,1 
"04453","Lagrange, ME",779,1 
"04454","Lambert Lake, ME (PO Boxes)",69,1 
"04455","Lee, ME",923,1 
"04456","Levant, ME",2851,1 
"04457","Lincoln, ME",5948,1 
"04459","Mattawamkeag, ME",773,1 
"04460","Medway, ME",1419,1 
"04461","Milford, ME",3070,1 
"04462","Millinocket, ME",4835,1 
"04463","Milo, ME",2847,1 
"04464","Monson, ME",684,1 
"04468","Old Town, ME",9521,1 
"04469","Orono, ME",2702,1 
"04471","Orient, ME",609,1 
"04472","Orland, ME",2144,1 
"04473","Orono, ME",7660,1 
"04474","Orrington, ME",3733,1 
"04475","Passadumkeag, ME",418,1 
"04476","Penobscot, ME",1259,1 
"04478","Rockwood, ME",316,1 
"04479","Sangerville, ME",1343,1 
"04481","Sebec, ME",559,1 
"04485","Shirley Mills, ME",233,1 
"04487","Springfield, ME",964,1 
"04488","Stetson, ME",1202,1 
"04489","Old Town, ME",197,1 
"04490","Topsfield, ME",273,1 
"04491","Vanceboro, ME (PO Boxes)",140,1 
"04492","Waite, ME",166,1 
"04493","West Enfield, ME",1967,1 
"04495","Winn, ME",407,1 
"04496","Winterport, ME",3757,1 
"04497","Wytopitlock, ME",389,1 
"04530","Bath, ME",10818,1 
"04535","Alna, ME",709,1 
"04537","Boothbay, ME",2073,1 
"04538","Boothbay Harbor, ME",2080,1 
"04539","Bristol, ME",1168,1 
"04541","Chamberlain, ME",80,1 
"04543","Damariscotta, ME",2218,1 
"04544","East Boothbay, ME",724,1 
"04547","Friendship, ME",1152,1 
"04548","Georgetown, ME",1042,1 
"04551","Bremen, ME",806,1 
"04553","Newcastle, ME",1752,1 
"04554","New Harbor, ME",710,1 
"04555","Nobleboro, ME",1643,1 
"04556","Edgecomb, ME",1249,1 
"04558","Pemaquid, ME",308,1 
"04562","Phippsburg, ME",2216,1 
"04563","Cushing, ME",1534,1 
"04564","Round Pond, ME",489,1 
"04568","South Bristol, ME",391,1 
"04570","Squirrel Island, ME",2,1 
"04571","Trevett, ME",323,1 
"04572","Waldoboro, ME",5075,1 
"04573","Walpole, ME",501,1 
"04574","Washington, ME",1510,1 
"04575","West Boothbay Harbor, ME (PO Boxes)",85,1 
"04576","Southport, ME",604,1 
"04578","Wiscasset, ME",4450,1 
"04579","Woolwich, ME",3072,1 
"04605","Ellsworth, ME",12974,1 
"04606","Addison, ME",1272,1 
"04607","Gouldsboro, ME",1182,1 
"04609","Bar Harbor, ME",5222,1 
"04611","Beals, ME (PO Boxes)",508,1 
"04612","Bernard, ME",589,1 
"04613","Birch Harbor, ME",183,1 
"04614","Blue Hill, ME",2579,1 
"04616","Brooklin, ME",824,1 
"04617","Brooksville, ME",811,1 
"04619","Calais, ME",3121,1 
"04622","Cherryfield, ME",1412,1 
"04623","Columbia Falls, ME",1054,1 
"04624","Corea, ME",184,1 
"04625","Cranberry Isles, ME (PO Boxes)",47,1 
"04626","Cutler, ME",507,1 
"04627","Deer Isle, ME",1636,1 
"04628","Dennysville, ME",703,1 
"04629","East Blue Hill, ME",107,1 
"04630","East Machias, ME",1398,1 
"04631","Eastport, ME",1331,1 
"04634","Franklin, ME",1923,1 
"04635","Frenchboro, ME (PO Boxes)",61,1 
"04637","Grand Lake Stream, ME",136,1 
"04640","Hancock, ME",2261,1 
"04642","Harborside, ME",123,1 
"04643","Harrington, ME",1018,1 
"04644","Hulls Cove, ME (PO Boxes)",13,1 
"04645","Isle Au Haut, ME",73,1 
"04646","Islesford, ME (PO Boxes)",94,1 
"04648","Jonesboro, ME",580,1 
"04649","Jonesport, ME",1370,1 
"04650","Little Deer Isle, ME",235,1 
"04652","Lubec, ME",1690,1 
"04653","Bass Harbor, ME",490,1 
"04654","Machias, ME",3424,1 
"04655","Machiasport, ME",1119,1 
"04657","Meddybemps, ME",363,1 
"04658","Milbridge, ME",1353,1 
"04660","Mount Desert, ME",1309,1 
"04662","Northeast Harbor, ME (PO Boxes)",488,1 
"04664","Sullivan, ME",1238,1 
"04666","Pembroke, ME",1172,1 
"04667","Perry, ME",1638,1 
"04668","Princeton, ME",1680,1 
"04669","Prospect Harbor, ME",204,1 
"04671","Robbinston, ME",576,1 
"04673","Sargentville, ME",112,1 
"04674","Seal Cove, ME",484,1 
"04675","Seal Harbor, ME (PO Boxes)",253,1 
"04676","Sedgwick, ME",1088,1 
"04677","Sorrento, ME",274,1 
"04679","Southwest Harbor, ME",1767,1 
"04680","Steuben, ME",1131,1 
"04681","Stonington, ME",1043,1 
"04683","Sunset, ME",104,1 
"04684","Surry, ME",1466,1 
"04685","Swans Island, ME",332,1 
"04686","Wesley, ME",114,1 
"04691","Whiting, ME",441,1 
"04693","Winter Harbor, ME",516,1 
"04694","Baileyville, ME",2376,1 
"04730","Houlton, ME",9992,1 
"04732","Ashland, ME",1670,1 
"04733","Benedicta, ME",221,1 
"04734","Blaine, ME (PO Boxes)",800,1 
"04735","Bridgewater, ME",617,1 
"04736","Caribou, ME",9876,1 
"04739","Eagle Lake, ME",1112,1 
"04740","Easton, ME",1287,1 
"04741","Estcourt Station, ME",3,1 
"04742","Fort Fairfield, ME",3496,1 
"04743","Fort Kent, ME",4676,1 
"04745","Frenchville, ME",1082,1 
"04746","Grand Isle, ME",470,1 
"04747","Island Falls, ME",1337,1 
"04750","Limestone, ME",2603,1 
"04756","Madawaska, ME",3344,1 
"04757","Mapleton, ME",2870,1 
"04758","Mars Hill, ME",1498,1 
"04760","Monticello, ME",795,1 
"04761","New Limerick, ME",529,1 
"04762","New Sweden, ME",602,1 
"04763","Oakfield, ME",726,1 
"04764","Oxbow, ME",66,1 
"04765","Patten, ME",1262,1 
"04766","Perham, ME",386,1 
"04768","Portage, ME (PO Boxes)",400,1 
"04769","Presque Isle, ME",9692,1 
"04772","Saint Agatha, ME",762,1 
"04773","Saint David, ME",723,1 
"04774","Saint Francis, ME",730,1 
"04776","Sherman, ME",925,1 
"04777","Stacyville, ME",422,1 
"04779","Sinclair, ME",398,1 
"04780","Smyrna Mills, ME",808,1 
"04781","Wallagrass, ME",560,1 
"04783","Stockholm, ME",426,1 
"04785","Van Buren, ME",2504,1 
"04786","Washburn, ME",1970,1 
"04787","Westfield, ME",544,1 
"04841","Rockland, ME",7297,1 
"04843","Camden, ME",4851,1 
"04847","Hope, ME",1536,1 
"04848","Islesboro, ME",566,1 
"04849","Lincolnville, ME",3684,1 
"04851","Matinicus, ME (PO Boxes)",75,1 
"04852","Monhegan, ME (PO Boxes)",69,1 
"04853","North Haven, ME",354,1 
"04854","Owls Head, ME",1580,1 
"04855","Port Clyde, ME (PO Boxes)",307,1 
"04856","Rockport, ME",3330,1 
"04858","South Thomaston, ME",1533,1 
"04859","Spruce Head, ME",724,1 
"04860","Tenants Harbor, ME",1591,1 
"04861","Thomaston, ME",2781,1 
"04862","Union, ME",3592,1 
"04863","Vinalhaven, ME",1165,1 
"04864","Warren, ME",4751,1 
"04901","Waterville, ME",26248,1 
"04910","Albion, ME",2041,1 
"04911","Anson, ME",2136,1 
"04912","Athens, ME",1048,1 
"04915","Belfast, ME",8806,1 
"04917","Belgrade, ME",2849,1 
"04918","Belgrade Lakes, ME",349,1 
"04920","Bingham, ME",1713,1 
"04921","Brooks, ME",1593,1 
"04922","Burnham, ME",1164,1 
"04923","Cambridge, ME",482,1 
"04924","Canaan, ME",2275,1 
"04925","Caratunk, ME",75,1 
"04926","China Village, ME (PO Boxes)",52,1 
"04927","Clinton, ME",3486,1 
"04928","Corinna, ME",2198,1 
"04929","Detroit, ME",837,1 
"04930","Dexter, ME",4295,1 
"04932","Dixmont, ME",1181,1 
"04933","East Newport, ME (PO Boxes)",65,1 
"04936","Eustis, ME",261,1 
"04937","Fairfield, ME",6645,1 
"04938","Farmington, ME",9869,1 
"04939","Garland, ME",1105,1 
"04940","Farmington Falls, ME (PO Boxes)",118,1 
"04941","Freedom, ME",1751,1 
"04942","Harmony, ME",1326,1 
"04943","Hartland, ME",1792,1 
"04944","Hinckley, ME (PO Boxes)",42,1 
"04945","Jackman, ME",1242,1 
"04947","Kingfield, ME",1852,1 
"04949","Liberty, ME",913,1 
"04950","Madison, ME",4855,1 
"04951","Monroe, ME",906,1 
"04952","Morrill, ME",1829,1 
"04953","Newport, ME",3228,1 
"04955","New Sharon, ME",1362,1 
"04956","New Vineyard, ME",760,1 
"04957","Norridgewock, ME",4265,1 
"04958","North Anson, ME",1954,1 
"04961","New Portland, ME",972,1 
"04962","North Vassalboro, ME (PO Boxes)",125,1 
"04963","Oakland, ME",7238,1 
"04964","Oquossoc, ME (PO Boxes)",221,1 
"04965","Palmyra, ME",1976,1 
"04966","Phillips, ME",1682,1 
"04967","Pittsfield, ME",4230,1 
"04969","Plymouth, ME",1362,1 
"04970","Rangeley, ME",1620,1 
"04971","Saint Albans, ME",2005,1 
"04973","Searsmont, ME",1389,1 
"04974","Searsport, ME",2611,1 
"04975","Shawmut, ME (PO Boxes)",48,1 
"04976","Skowhegan, ME",9903,1 
"04978","Smithfield, ME",799,1 
"04979","Solon, ME",1064,1 
"04981","Stockton Springs, ME",2316,1 
"04982","Stratton, ME",630,1 
"04983","Strong, ME",1752,1 
"04984","Temple, ME",523,1 
"04985","West Forks, ME",114,1 
"04986","Thorndike, ME",1721,1 
"04987","Troy, ME",1030,1 
"04988","Unity, ME",2134,1 
"04989","Vassalboro, ME",4215,1 
"04992","Farmington, ME",103,1 
"05001","White River Junction, VT",9123,1 
"05031","Barnard, VT (PO Boxes)",218,1 
"05032","Bethel, VT",2664,1 
"05033","Bradford, VT",2744,1 
"05034","Bridgewater, VT",310,1 
"05035","Bridgewater Corners, VT",638,1 
"05036","Brookfield, VT",1037,1 
"05037","Brownsville, VT",560,1 
"05038","Chelsea, VT",1230,1 
"05039","Corinth, VT",1110,1 
"05040","East Corinth, VT",471,1 
"05041","East Randolph, VT",354,1 
"05042","East Ryegate, VT",605,1 
"05043","East Thetford, VT",937,1 
"05045","Fairlee, VT",1758,1 
"05046","Groton, VT",1139,1 
"05048","Hartland, VT",2429,1 
"05050","Mc Indoe Falls, VT (PO Boxes)",146,1 
"05051","Newbury, VT",1549,1 
"05052","North Hartland, VT",348,1 
"05053","North Pomfret, VT",332,1 
"05055","Norwich, VT",3363,1 
"05056","Plymouth, VT",567,1 
"05058","Post Mills, VT",346,1 
"05059","Quechee, VT",874,1 
"05060","Randolph, VT",4415,1 
"05061","Randolph Center, VT",1679,1 
"05062","Reading, VT",702,1 
"05065","Sharon, VT",1064,1 
"05067","South Pomfret, VT",258,1 
"05068","South Royalton, VT",3125,1 
"05069","South Ryegate, VT",555,1 
"05070","South Strafford, VT",484,1 
"05071","South Woodstock, VT",324,1 
"05072","Strafford, VT",526,1 
"05075","Thetford Center, VT",1113,1 
"05076","Topsham, VT",412,1 
"05077","Tunbridge, VT",1215,1 
"05079","Vershire, VT",730,1 
"05081","Wells River, VT",550,1 
"05083","West Fairlee, VT",151,1 
"05084","West Hartford, VT",140,1 
"05086","West Topsham, VT",793,1 
"05089","Windsor, VT",4979,1 
"05091","Woodstock, VT",3288,1 
"05101","Bellows Falls, VT",4643,1 
"05141","Cambridgeport, VT (PO Boxes)",112,1 
"05142","Cavendish, VT",680,1 
"05143","Chester, VT",4343,1 
"05146","Grafton, VT",750,1 
"05148","Londonderry, VT",1140,1 
"05149","Ludlow, VT",2092,1 
"05150","North Springfield, VT",831,1 
"05151","Perkinsville, VT",1553,1 
"05152","Peru, VT",448,1 
"05153","Proctorsville, VT",687,1 
"05154","Saxtons River, VT",661,1 
"05155","South Londonderry, VT",828,1 
"05156","Springfield, VT",9226,1 
"05158","Westminster, VT",1049,1 
"05161","Weston, VT",552,1 
"05201","Bennington, VT",14851,1 
"05250","Arlington, VT",3408,1 
"05251","Dorset, VT",1350,1 
"05252","East Arlington, VT",274,1 
"05253","East Dorset, VT",685,1 
"05254","Manchester, VT",273,1 
"05255","Manchester Center, VT",4121,1 
"05257","North Bennington, VT",2718,1 
"05260","North Pownal, VT",459,1 
"05261","Pownal, VT",2738,1 
"05262","Shaftsbury, VT",2547,1 
"05301","Brattleboro, VT",16820,1 
"05340","Bondville, VT",763,1 
"05341","East Dover, VT",407,1 
